ex_date,dividend,payment_date
2019-07-03,5.0,2019-07-23
2018-07-04,10.0,2018-07-26
2017-06-14,10.0,2017-07-06
2016-06-30,5.0,
2015-06-12,10.0,
2014-08-07,20.0,
2013-07-09,15.0,
2012-07-13,10.0,
2011-07-07,5.0,
2010-06-17,3.0,
2009-06-18,6.0,
2008-07-02,5.0,
2007-07-09,3.0,
2006-07-13,4.0,
2005-07-14,4.0,
2004-06-11,2.5,
2003-06-30,2.5,
