ex_date,dividend,payment_date
2016-04-21,26.0,
2015-12-02,7.0,
2015-05-22,36.0,
2014-05-06,186.0,
2013-05-16,186.0,
2012-05-01,6.0,
2011-03-08,300.0,
2010-12-27,180.0,
2010-06-18,180.0,
2010-06-08,16.0,
2010-04-29,180.0,
2008-04-16,11.5,
2007-05-23,10.4,
2006-04-26,25.0,
2005-06-15,14.0,
2004-06-15,13.0,
2003-06-11,12.0,
2002-04-22,11.0,
2001-06-19,31.0,
