ex_date,dividend,payment_date
2024-12-20,3.8,2025-01-10
2024-06-25,18.61,2024-07-12
2024-01-08,3.8,2024-01-26
2023-07-05,17.74,2023-07-21
2022-12-07,3.68,2022-12-23
2022-07-04,17.27,2022-07-27
2021-12-03,3.44,2021-12-24
2021-06-28,10.17,2021-07-16
2020-11-13,2.0,2020-12-02
2020-07-24,9.8,2020-08-14
2019-12-04,3.0,2019-12-26
2019-06-27,6.8,2019-07-18
2018-06-25,6.75,2018-07-06
