ex_date,dividend,payment_date
2024-05-03,16.25,2024-05-22
2023-07-06,16.25,2023-07-26
2022-07-04,13.75,2022-07-27
2021-07-19,11.5,2021-08-09
2020-08-11,13.46154,2020-09-03
2019-05-13,14.98398,2019-05-31
2018-05-17,17.62821,2018-06-08
2017-06-02,17.62821,2017-06-22
2016-06-02,16.7468,
2015-05-29,14.98398,
2014-06-18,9.69551,
2013-06-11,9.69551,
2012-06-19,7.54098,
2011-06-21,7.54098,
2010-06-18,5.26024,
2009-06-22,7.06374,
2008-06-19,6.17272,
2007-06-18,6.0117,
2006-06-23,5.95802,
