ex_date,dividend,payment_date
2024-04-19,95.05,2024-05-02
2023-04-14,104.55,2023-05-04
2022-04-08,99.11,2022-04-27
2021-04-15,95.47658,2021-05-07
2020-04-27,93.76131,2020-05-20
2019-05-10,89.15402,2019-05-28
2018-03-08,90.05155,2018-03-26
2017-04-06,88.75513,2017-04-28
2016-04-01,84.56668,
2015-04-09,71.403,
2014-04-17,77.88512,
2013-04-17,68.27534,
2012-04-18,60.9041,
2011-04-20,59.50582,
