ex_date,dividend,payment_date
2024-05-21,128.0712,2024-06-07
2023-06-26,79.5016,2023-07-14
2022-06-06,38.73666,2022-06-24
2021-04-16,16.73994,2021-05-07
2020-06-22,2.82,2020-07-15
2019-05-06,12.74,2019-05-24
2018-04-20,1.99,2018-05-16
2014-04-30,8.12258,
2013-05-30,39.55317,
2012-06-28,76.4295,
2011-07-07,59.39476,
2010-06-29,21.32113,
2009-06-18,48.27053,
2008-07-18,180.78821,
2007-06-22,54.69593,
2006-06-21,25.20771,
