ex_date,dividend,payment_date
2024-03-20,7.18221,2024-04-04
2024-01-10,19.15256,2024-01-26
2023-04-11,21.54663,2023-05-03
2022-04-08,17.71612,2022-04-27
2021-04-09,9.47037,2021-04-30
2020-05-12,12.31148,2020-05-18
2019-04-09,14.20556,2019-04-30
2018-04-09,14.20556,2018-05-03
2017-04-07,9.49427,2017-05-03
2016-04-01,7.23373,
2015-05-21,4.52108,
2014-05-12,9.94638,
2013-04-24,16.27589,
2012-04-11,9.94638,
2011-04-07,8.13795,
2010-06-09,5.4253,
2009-06-09,3.68384,
2008-04-10,7.36769,
