ex_date,dividend,payment_date
2024-07-08,8.0,2024-07-30
2023-07-04,8.0,2023-07-21
2023-06-27,8.0,
2019-05-27,10.0,2019-06-19
2018-05-16,4.0,2018-06-08
2017-06-02,2.5,2017-06-22
2014-06-16,2.0,
2013-07-10,4.3,
2012-06-29,3.5,
2011-07-06,2.0,
2010-07-09,1.5,
2008-07-22,1.15,
2007-07-17,1.2,
2006-07-21,1.4,
2005-07-18,1.375,
