ex_date,dividend,payment_date
2024-05-16,178.50418,2024-05-30
2023-06-12,167.59869,2023-07-05
2022-06-08,149.96561,2022-06-30
2021-06-09,168.01,2021-07-02
2020-06-30,154.06821,2020-07-23
2019-06-12,109.215,2019-06-27
2018-05-08,134.1278,2018-05-31
2017-05-03,117.3675,2017-05-26
2016-12-15,19.379,
2016-05-02,78.864,
2015-04-27,14.91,
2014-04-29,102.401,
2013-05-30,13.4212,
2012-06-06,62.84266,
2011-06-14,59.22592,
2010-12-23,5.35,
2010-07-08,52.28298,
2009-12-10,5.33,
2009-07-07,59.3887,
2008-10-10,19.59928,
2008-07-14,61.91832,
2007-11-30,9.69,
2007-07-23,50.951,
2006-12-22,9.69,
2006-07-24,43.7622,
2005-07-18,28.9804,
2004-12-27,1.4224,
