ex_date,dividend,payment_date
2025-01-07,6.0,2025-01-22
2024-07-05,18.1,2024-07-26
2023-12-15,6.0,2023-12-22
2023-05-16,18.1,2023-05-31
2022-12-15,6.0,2022-12-22
2022-06-08,18.1,2022-06-30
2021-12-16,6.0,2021-12-22
2021-06-10,22.093,2021-06-18
2020-12-16,6.0,2020-12-22
2020-05-15,17.86,2020-05-27
2019-12-16,6.0,2019-12-20
2019-05-06,17.52,2019-05-24
2018-12-17,6.0,2018-12-21
2018-05-18,17.522,2018-06-07
2017-12-12,6.0,2017-12-22
2017-06-15,13.72,2017-07-07
